0,235,61
1,255,61
2,297,61
3,319,61
4,340,61
5,213,62
6,234,62
7,276,62
8,277,82
9,298,82
10,340,82
11,192,83
12,213,83
13,234,83
14,255,83
15,318,83
16,171,104
17,192,104
18,213,104
19,234,104
20,255,104
21,276,104
22,297,104
23,318,104
24,339,104
25,360,104
26,381,104
27,171,125
28,192,125
29,213,125
30,234,125
31,255,125
32,276,125
33,297,125
34,318,125
35,339,125
36,361,125
37,381,125
38,192,146
39,213,146
40,234,146
41,255,146
42,297,146
43,361,146
44,171,147
45,276,147
46,317,147
47,339,147
48,381,147
49,171,168
50,192,168
51,213,168
52,233,168
53,255,168
54,276,168
55,296,168
56,318,168
57,339,168
58,360,168
59,381,168
60,170,189
61,192,189
62,212,189
63,234,189
64,254,189
65,276,189
66,296,189
67,318,189
68,339,189
69,361,189
70,381,190
71,171,210
72,192,210
73,213,210
74,234,210
75,254,210
76,276,210
77,297,210
78,318,210
79,338,211
80,360,211
81,381,211
82,171,231
83,192,231
84,213,231
85,234,231
86,254,231
87,276,231
88,296,232
89,317,232
90,338,232
91,360,232
92,381,232
93,171,252
94,191,252
95,213,252
96,234,252
97,254,253
98,275,253
99,296,253
100,318,253
101,338,253
102,360,253
103,381,253
104,171,273
105,192,273
106,213,273
107,233,274
108,254,274
109,275,274
110,296,274
111,318,274
112,339,274
113,360,274
114,380,275
115,212,295
116,233,295
117,254,295
118,297,295
119,275,296
120,317,296
121,338,296
122,212,316
123,233,316
124,254,316
125,275,317
126,296,317
127,317,317
128,338,317
