1,521,11
2,550,11
3,492,12
4,464,13
5,405,16
6,376,17
7,203,23
8,174,25
9,145,26
10,116,28
11,551,39
12,522,40
13,493,41
14,464,42
15,435,43
16,406,44
17,377,45
18,348,46
19,318,48
20,289,49
21,261,50
22,232,51
23,203,52
24,175,53
25,146,55
26,117,56
27,552,68
28,523,69
29,494,70
30,465,71
31,435,72
32,406,73
33,377,74
34,348,75
35,319,76
36,291,77
37,261,78
38,233,79
39,205,80
40,175,82
41,146,83
42,117,84
43,553,96
44,524,97
45,495,98
46,466,99
47,437,100
48,407,102
49,349,103
50,320,105
51,290,106
52,262,107
53,233,108
54,204,109
55,175,110
56,146,112
57,117,113
58,525,126
59,495,127
60,466,128
61,204,138
62,175,139
63,146,140
64,555,154
65,525,155
66,496,156
67,467,157
68,379,160
69,350,161
70,321,162
71,292,163
72,205,166
73,176,167
74,147,168
75,117,170
76,555,183
77,496,185
78,467,186
79,409,187
80,379,189
81,350,190
82,321,191
83,292,192
84,263,193
85,205,195
86,176,196
87,147,197
88,118,198
89,526,213
90,497,214
91,468,215
92,409,217
93,380,218
94,351,219
95,321,220
96,292,221
97,263,222
98,205,224
99,176,225
100,147,226
101,527,242
102,498,243
103,468,244
104,410,246
105,380,247
106,351,248
107,322,249
108,292,250
109,263,251
110,177,253
111,207,253
112,147,255
113,558,270
114,470,272
115,500,272
116,410,275
117,381,276
118,323,277
119,353,277
120,294,278
121,324,278
122,264,279
123,295,279
124,206,281
125,177,282
126,148,283
127,119,284
128,558,300
129,499,302
130,470,303
131,381,305
132,352,306
133,294,307
134,207,310
135,177,311
136,119,313
137,530,329
138,500,330
139,470,331
140,441,332
141,207,339
142,178,340
143,148,342
144,561,357
145,530,359
146,501,360
147,442,361
148,412,362
149,353,364
150,295,365
151,325,365
152,266,366
153,296,366
154,236,368
155,207,369
156,149,370
157,119,372
158,561,387
159,531,388
160,501,389
161,472,390
162,442,391
163,412,392
164,354,393
165,325,394
166,295,395
167,266,396
168,208,397
169,178,399
170,119,400
171,562,417
172,502,418
173,533,418
174,472,419
175,443,420
176,413,421
177,354,423
178,324,424
179,266,425
180,237,426
181,178,428
182,149,429
183,119,430
184,562,447
185,503,448
186,473,449
187,413,451
188,266,452
189,149,458
190,119,459
